adjacent_exact_or_range,authoritative_realized_pnl_sum,bucket_count,buckets,buy_usd,cashflow_pnl_before_resolution,city,closed_yes_asset_count,has_transform_events,max_entry_state_payout,max_entry_state_pnl,max_remaining_state_payout,min_entry_state_payout,min_entry_state_pnl,min_remaining_state_payout,net_cost_after_pre_resolution_sells,open_or_unresolved_yes_asset_count,sell_usd,state_model_note,state_model_valid,unequal_share_ratio_entry,unit,weather_date,weather_metric,winner_bucket_labels,winner_in_visible_yes_basket
False,44.136164,1,between 82-83°F,5.222308001036131,44.13593199726787,Miami,1,False,65.572084,60.34977599896387,0.002083999999996422,65.572084,60.34977599896387,0.002083999999996422,-44.13593199726787,0,49.358239998304,overlapping_or_single_bucket_yes_markets,False,1.0,F,2026-03-12,high,,False
False,-0.259115,1,between 58-59°F,5.8253,-0.25910000255699916,New York City,1,False,77.51,71.6847,0.0,77.51,71.6847,0.0,0.25910000255699916,0,5.566199997443001,overlapping_or_single_bucket_yes_markets,False,1.0,F,2026-03-12,high,,False
False,-1.1,1,15°C,1.1,-1.1,Paris,1,False,20.0,18.9,20.0,20.0,18.9,20.0,1.1,0,0.0,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-12,high,,False
True,-58.735614,4,7°C|8°C|9°C|10°C,60.086390996555004,-58.740000989361,Seoul,4,False,1099.9902,1039.9038090034448,1099.9902,88.49,28.40360900344499,0.0,58.740000989361,0,1.346390007194,non_overlapping_yes_buckets,True,12.43067239236072,C,2026-03-12,high,,False
False,0.099985,1,10°C,6.459666,0.09933400130700054,Tokyo,1,False,64.59666,58.136994,0.0066599999999965576,64.59666,58.136994,0.0066599999999965576,-0.09933400130700054,0,6.559000001307001,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-12,high,,False
False,-0.4925999999999999,1,15°C or higher,8.3742,-0.49260000000000037,Ankara,1,False,49.26,40.885799999999996,0.0,49.26,40.885799999999996,0.0,0.49260000000000037,0,7.8816,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-13,high,,False
True,43.5048,2,29°C|30°C,11.997378999782596,35.5066210002174,Buenos Aires,1,False,99.902,87.9046210002174,99.902,49.991737,37.9943580002174,0.0017370000000056507,-35.5066210002174,1,47.504,non_overlapping_yes_buckets,True,1.9983702506676253,C,2026-03-13,high,29°C,True
True,-6.169603,2,9°C|10°C,7.199631,-6.1697310003000005,London,2,False,200.0,192.800369,200.0,99.99262,92.792989,0.002620000000007394,6.1697310003000005,0,1.0298999997,non_overlapping_yes_buckets,True,2.0001476108936838,C,2026-03-13,high,,False
False,47.340597,1,17°C,10.0,47.340649997919996,Munich,1,False,100.0,90.0,0.0,100.0,90.0,0.0,-47.340649997919996,0,57.340649997919996,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-13,high,17°C,True
False,58.385649,1,between 42-43°F,19.1526,58.38439599946758,New York City,1,False,129.22,110.06739999999999,0.0033400000000085583,129.22,110.06739999999999,0.0033400000000085583,-58.38439599946758,0,77.53699599946758,overlapping_or_single_bucket_yes_markets,False,1.0,F,2026-03-13,high,between 42-43°F,True
False,8.320760000000007,2,11°C|12°C or higher,96.1328999947,8.319500005300014,Seoul,2,False,430.47,334.33710000530004,326.0498,75.51,-20.622899994699992,0.0,-8.319500005300014,0,104.45240000000001,non_overlapping_yes_buckets,True,5.700834326579261,C,2026-03-13,high,11°C,True
False,-3.109438999999999,2,between 78-79°F|80°F or higher,18.68,-3.11150399981325,Atlanta,2,False,110.0,91.32,110.0,66.0,47.32,0.013339999999999463,3.11150399981325,0,15.56849600018675,non_overlapping_yes_buckets,True,1.6666666666666667,F,2026-03-14,high,,False
True,288.851849,3,29°C|30°C|31°C,74.43594299438507,79.78556700761894,Buenos Aires,3,True,1020.314617,945.8786740056149,687.3846169999999,51.51,-22.925942994385075,0.0,-79.78556700761894,0,154.221510002004,non_overlapping_yes_buckets,True,19.80808807998447,C,2026-03-14,high,29°C,True
False,nan,1,between 78-79°F,1.647,-1.647,Dallas,0,False,27.0,25.353,27.0,27.0,25.353,27.0,1.647,1,0.0,overlapping_or_single_bucket_yes_markets,False,1.0,F,2026-03-14,high,,False
False,-4.199733,2,14°C|15°C or higher,4.199733999896907,-4.199733999896907,Munich,2,False,100.0,95.8002660001031,100.0,99.991133,95.7913990001031,99.991133,4.199733999896907,0,0.0,non_overlapping_yes_buckets,True,1.000088677863066,C,2026-03-14,high,,False
False,-10.835869,3,30°C|31°C|32°C or higher,12.079169999138022,-10.837349988378023,Sao Paulo,3,False,306.95,294.870830000862,0.00929999999999609,141.4493,129.37013000086196,0.0,10.837349988378023,0,1.24182001076,non_overlapping_yes_buckets,True,2.1700354826782458,C,2026-03-14,high,,False
False,1.632816,1,15°C,12.438,1.6327800004000004,Ankara,1,False,68.0,55.562,0.0,68.0,55.562,0.0,-1.6327800004000004,0,14.070780000400001,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-15,high,,False
False,0.299989,1,between 70-71°F,2.9996289999994814,0.2997709979985186,Atlanta,1,False,49.993816,46.99418700000052,0.0038160000000004857,49.993816,46.99418700000052,0.0038160000000004857,-0.2997709979985186,0,3.299399997998,overlapping_or_single_bucket_yes_markets,False,1.0,F,2026-03-15,high,,False
False,15.742999999999999,2,31°C|32°C or higher,88.0,15.74300000000001,Buenos Aires,2,False,100.0,12.0,0.0,100.0,12.0,0.0,-15.74300000000001,0,103.74300000000001,non_overlapping_yes_buckets,True,1.0,C,2026-03-15,high,32°C or higher,True
True,0.049999999999999996,2,between 54-55°F|between 56-57°F,2.51128,0.038719999999999644,Chicago,1,False,50.0,47.48872,5.64,5.64,3.1287199999999995,0.0,-0.038719999999999644,1,2.55,non_overlapping_yes_buckets,True,8.865248226950355,F,2026-03-15,high,,False
False,20.896041,2,13°C|14°C or higher,15.8255800006,20.895980001048002,London,2,False,100.0,84.1744199994,0.7600000000000051,44.06,28.234419999400004,0.0,-20.895980001048002,0,36.721560001648,non_overlapping_yes_buckets,True,2.2696323195642303,C,2026-03-15,high,13°C,True
False,-5.197639,2,between 42-43°F|between 48-49°F,18.84039099940952,-5.198590997133522,New York City,2,False,77.260476,58.420085000590475,0.009999999999990905,72.85,54.00960900059047,0.0004759999999919273,5.198590997133522,0,13.641800002276,non_overlapping_yes_buckets,True,1.0605418805765272,F,2026-03-15,high,,False
False,0.73051,1,13°C,13.152299998617,0.7287000013830003,Paris,1,False,36.79,23.637700001383,0.005000000000002558,36.79,23.637700001383,0.005000000000002558,-0.7287000013830003,0,13.881,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-15,high,13°C,True
True,-9.322695,5,28°C|29°C|30°C|31°C|32°C,115.22588400193354,-19.32606400728953,Sao Paulo,5,True,196.84,81.61411599806647,150.0,44.502333,-70.72355100193354,0.0,19.32606400728953,0,95.899819994644,non_overlapping_yes_buckets,True,4.423138894763113,C,2026-03-15,high,30°C,True
True,-5.968251,2,8°C|9°C,11.54885199999961,-11.54885199999961,Seoul,1,False,60.0,48.45114800000039,60.0,39.788346,28.239494000000388,39.788346,11.54885199999961,1,0.0,non_overlapping_yes_buckets,True,1.5079792459832335,C,2026-03-15,high,,False
False,116.648776,3,27°C|29°C|30°C or higher,315.3396209982441,116.64780600479799,Buenos Aires,3,False,529.74,214.40037900175594,0.626577999999995,24.16,-291.17962099824405,0.0,-116.64780600479799,0,431.98742700304206,non_overlapping_yes_buckets,True,21.926324503311257,C,2026-03-16,high,30°C or higher,True
False,-12.13,1,between 32-33°F,14.999999999999998,-12.129999999999999,Chicago,1,False,100.0,85.0,0.0,100.0,85.0,0.0,12.129999999999999,0,2.87,overlapping_or_single_bucket_yes_markets,False,1.0,F,2026-03-16,high,,False
True,2.993388,2,between 48-49°F|between 50-51°F,2.7175000000000002,2.993400000225,Dallas,2,False,17.05,14.3325,0.0,8.0,5.2825,0.0,-2.993400000225,0,5.710900000225,non_overlapping_yes_buckets,True,2.13125,F,2026-03-16,high,between 48-49°F,True
False,5.258881,2,11°C|13°C,28.0886,5.257900001035999,London,2,False,75.22,47.1314,0.00999999999999801,32.66,4.571399999999997,0.0,-5.257900001035999,0,33.346500001036,non_overlapping_yes_buckets,True,2.303123086344152,C,2026-03-16,high,,False
False,-0.252277,1,between 80-81°F,0.7072230011277785,-0.2524230011277785,Miami,1,False,45.485928,44.77870499887222,0.005928000000004374,45.485928,44.77870499887222,0.005928000000004374,0.2524230011277785,0,0.4548,overlapping_or_single_bucket_yes_markets,False,1.0,F,2026-03-16,high,,False
False,-0.058584,1,11°C,5.0836,-0.05859999999999932,Paris,1,False,99.6,94.51639999999999,74.6,99.6,94.51639999999999,74.6,0.05859999999999932,0,5.025,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-16,high,,False
False,-1.364218,3,31°C|33°C|34°C or higher,18.157299999445,-1.3657199994450018,Sao Paulo,3,False,526.53,508.37270000055497,165.99,5.0,-13.157299999445002,0.0,1.3657199994450018,0,16.79158,non_overlapping_yes_buckets,True,105.306,C,2026-03-16,high,,False
True,-1.3867,2,34°C|35°C,2.4,-1.3866999999999998,Buenos Aires,2,False,400.0,397.6,400.0,300.0,297.6,198.67000000000002,1.3866999999999998,0,1.0133,non_overlapping_yes_buckets,True,1.3333333333333333,C,2026-03-17,high,,False
False,39.758648,1,15°C,19.030300001184003,39.75769699968378,London,1,False,90.06,71.029699998816,0.0042899999999974625,90.06,71.029699998816,0.0042899999999974625,-39.75769699968378,0,58.78799700086778,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-17,high,15°C,True
False,18.34456,1,between 70-71°F,41.760000000000005,18.344559999999987,Miami,1,False,80.0,38.239999999999995,0.0,80.0,38.239999999999995,0.0,-18.344559999999987,0,60.10455999999999,overlapping_or_single_bucket_yes_markets,False,1.0,F,2026-03-17,high,between 70-71°F,True
False,-6.768529,2,between 48-49°F|50°F or higher,85.44250000448,-6.768500009600004,New York City,2,False,108.8,23.35749999552,32.15,32.15,-53.29250000448,0.0,6.768500009600004,0,78.67399999487999,non_overlapping_yes_buckets,True,3.384136858475894,F,2026-03-17,high,50°F or higher,True
False,2.523647,1,17°C,14.975754999772649,2.5226449989713533,Paris,1,False,60.764152,45.788397000227356,0.004151999999997713,60.764152,45.788397000227356,0.004151999999997713,-2.5226449989713533,0,17.498399998744002,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-17,high,17°C,True
False,75.956492,2,32°C|33°C or higher,21.801800000566004,75.95652999762099,Sao Paulo,2,False,102.94,81.138199999434,3.74,3.74,-18.061800000566002,0.0,-75.95652999762099,0,97.758329998187,non_overlapping_yes_buckets,True,27.524064171122994,C,2026-03-17,high,32°C,True
False,11.58036,1,23°C or higher,6.0200000000000005,11.580000000000002,Wellington,1,False,440.0,433.98,0.0,440.0,433.98,0.0,-11.580000000000002,0,17.6,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-17,high,,False
False,nan,1,28°C,12.5,-12.5,Buenos Aires,0,False,50.0,37.5,50.0,50.0,37.5,50.0,12.5,1,0.0,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-18,high,,False
True,31.453335,3,18°C|19°C|20°C,50.82580000414,31.45045899902508,London,3,False,200.0,149.17419999586,200.0,100.0,49.17419999586,0.008463000000006105,-31.45045899902508,0,82.27625900316508,non_overlapping_yes_buckets,True,2.0,C,2026-03-18,high,18°C,True
False,-19.211112,3,63°F or below|between 64-65°F|between 66-67°F,19.214019996079003,-19.214019996079003,Miami,3,False,1498.1299999999999,1478.9159800039208,1498.1299999999999,137.16,117.945980003921,137.16,19.214019996079003,0,0.0,non_overlapping_yes_buckets,True,10.922499270924467,F,2026-03-18,high,,False
False,nan,1,between 38-39°F,5.0,-5.0,New York City,0,False,50.0,45.0,50.0,50.0,45.0,50.0,5.0,1,0.0,overlapping_or_single_bucket_yes_markets,False,1.0,F,2026-03-18,high,,False
True,-9.156617,2,17°C|18°C,21.228659999999998,-9.156659996199998,Paris,2,False,106.6,85.37134,0.0,40.0,18.771340000000002,0.0,9.156659996199998,0,12.0720000038,non_overlapping_yes_buckets,True,2.665,C,2026-03-18,high,,False
False,-0.012649,3,28°C|31°C|33°C or higher,1.5194,-1.5194,Sao Paulo,1,False,29.27,27.7506,29.27,2.53,1.0105999999999997,2.53,1.5194,2,0.0,non_overlapping_yes_buckets,True,11.569169960474309,C,2026-03-18,high,,False
True,0.6621,2,9°C|10°C,9.119845000425443,1.8104249995745576,Seoul,1,False,99.997416,90.87757099957456,50.007416,70.0,60.88015499957456,0.0,-1.8104249995745576,1,10.93027,non_overlapping_yes_buckets,True,1.4285345142857142,C,2026-03-18,high,,False
False,46.5,1,32°C,21.0,46.5,Singapore,1,False,100.0,79.0,0.0,100.0,79.0,0.0,-46.5,0,67.5,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-18,high,32°C,True
False,38.54,1,28°C,10.0,38.54004,Taipei,1,False,50.0,40.0,0.0,50.0,40.0,0.0,-38.54004,0,48.54004,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-18,high,28°C,True
False,-4.0,2,19°C|23°C or higher,4.0,-4.0,Wellington,2,False,500.0,496.0,500.0,50.0,46.0,50.0,4.0,0,0.0,non_overlapping_yes_buckets,True,10.0,C,2026-03-18,high,,False
False,4.10274,1,12°C or higher,2.8356899999999996,4.10131,Ankara,1,False,19.83,16.99431,0.00999999999999801,19.83,16.99431,0.00999999999999801,-4.10131,0,6.936999999999999,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-19,high,,False
False,-30.502119999999998,3,27°C|29°C|30°C,55.781982,-32.553882003,Buenos Aires,2,False,346.06309000000005,290.281108,241.29309000000006,123.74,67.958018,0.0,32.553882003,1,23.228099997,non_overlapping_yes_buckets,True,2.79669540973008,C,2026-03-19,high,,False
False,-22.652188,3,between 88-89°F|between 90-91°F|92°F or higher,23.710015,-22.655005019173,Dallas,3,False,510.015,486.304985,100.0,100.0,76.289985,0.0,22.655005019173,0,1.055009980827,non_overlapping_yes_buckets,True,5.10015,F,2026-03-19,high,,False
True,42.318402999999996,2,17°C|18°C,34.16121099981997,42.31744700164897,London,2,False,206.550299,172.38908800018004,0.003897000000009143,115.692346,81.53113500018003,0.000298999999984062,-42.31744700164897,0,76.47865800146894,non_overlapping_yes_buckets,True,1.7853410890293469,C,2026-03-19,high,,False
False,31.836276,1,18°C or higher,54.044500001,31.83459799698352,Milan,1,False,152.93,98.885499999,0.0055730000000266955,152.93,98.885499999,0.0055730000000266955,-31.83459799698352,0,85.87909799798352,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-19,high,18°C or higher,True
True,39.468772,3,between 38-39°F|between 40-41°F|between 42-43°F,24.90127699796,36.199602003168465,New York City,1,False,228.17000000000002,203.26872300204002,99.9997,99.9997,75.09842300204001,0.008696999999983746,-36.199602003168465,2,61.10087900112846,non_overlapping_yes_buckets,True,2.2817068451205356,F,2026-03-19,high,between 40-41°F,True
False,-0.995113,3,22°C or below|23°C|24°C,4.525113999862866,-4.525113999862866,Sao Paulo,1,False,331.70466600000003,327.17955200013716,331.70466600000003,66.59,62.064886000137136,66.59,4.525113999862866,2,0.0,non_overlapping_yes_buckets,True,4.9812984832557445,C,2026-03-19,high,,False
False,44.412800000000004,1,21°C,5.2,44.41281,Taipei,1,False,100.0,94.8,0.0,100.0,94.8,0.0,-44.41281,0,49.61281,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-19,high,21°C,True
False,15.4977,1,23°C,3.4996679999998905,15.49733200000011,Tel Aviv,1,False,49.995257,46.49558900000011,0.005257000000007395,49.995257,46.49558900000011,0.005257000000007395,-15.49733200000011,0,18.997,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-19,high,,False
False,-5.7999,1,19°C,5.800000000000001,-5.800000000000001,Tokyo,1,False,150.0,144.2,150.0,150.0,144.2,150.0,5.800000000000001,0,0.0,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-19,high,,False
True,nan,2,20°C|21°C,2.34125,0.20116000000000023,Wellington,0,False,100.0,97.65875,50.0,48.25,45.90875,48.25,-0.20116000000000023,2,2.5424100000000003,non_overlapping_yes_buckets,True,2.0725388601036268,C,2026-03-19,high,,False
False,1.0,1,between 78-79°F,7.000000000000001,0.9999999999999991,Atlanta,1,False,50.0,43.0,0.0,50.0,43.0,0.0,-0.9999999999999991,0,8.0,overlapping_or_single_bucket_yes_markets,False,1.0,F,2026-03-20,high,,False
False,-2.369387,1,27°C,8.594880001984,-2.3694400019839996,Buenos Aires,1,False,75.92,67.325119998016,0.0,75.92,67.325119998016,0.0,2.3694400019839996,0,6.225440000000001,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-20,high,,False
False,-0.5377,3,59°F or below|between 60-61°F|between 62-63°F,40.3422,-9.337699999999995,Chicago,2,False,200.0,159.6578,20.0,24.45,-15.892199999999999,0.0,9.337699999999995,1,31.004500000000004,non_overlapping_yes_buckets,True,8.1799591002045,F,2026-03-20,high,,False
False,-7.548634,1,between 90-91°F,8.898761999999962,-7.549061999999962,Dallas,1,False,179.982544,171.08378200000004,134.992544,179.982544,171.08378200000004,134.992544,7.549061999999962,0,1.3497,overlapping_or_single_bucket_yes_markets,False,1.0,F,2026-03-20,high,,False
False,-10.312619,1,13°C,34.957699999999996,-10.312799999999996,London,1,False,245.07,210.1123,0.0,245.07,210.1123,0.0,10.312799999999996,0,24.6449,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-20,high,,False
True,9.0,3,13°C|14°C|15°C,25.943,3.0569999999999986,Madrid,1,False,200.0,174.057,18.41,11.9,-14.043000000000001,0.0,-3.0569999999999986,2,29.0,non_overlapping_yes_buckets,True,16.80672268907563,C,2026-03-20,high,,False
False,46.789675,2,25°C|28°C,13.028500000000001,46.789619999863994,Sao Paulo,2,False,100.0,86.97149999999999,0.0,50.57,37.5415,0.0,-46.789619999863994,0,59.818119999863995,non_overlapping_yes_buckets,True,1.9774569903104606,C,2026-03-20,high,,False
False,nan,1,24°C,5.9994759981368855,-5.9994759981368855,Taipei,0,False,99.991266,93.99179000186311,99.991266,99.991266,93.99179000186311,99.991266,5.9994759981368855,1,0.0,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-20,high,,False
False,nan,1,23°C,5.824899998825,-0.17367999882499952,Tel Aviv,0,False,113.05,107.225100001175,56.5378,113.05,107.225100001175,56.5378,0.17367999882499952,1,5.65122,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-20,high,,False
False,-60.628248,1,12°C,60.628299998832,-60.628299998832,Tokyo,1,False,129.11,68.48170000116801,129.11,129.11,68.48170000116801,129.11,60.628299998832,0,0.0,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-20,high,,False
False,-4.73252,1,16°C,8.202880005742,-4.732880004741999,Beijing,1,False,517.98,509.77711999425804,307.98,517.98,509.77711999425804,307.98,4.732880004741999,0,3.470000001,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-21,high,,False
True,nan,2,27°C|28°C,1.9100000000000001,-1.9100000000000001,Buenos Aires,0,False,39.0,37.09,39.0,5.0,3.09,5.0,1.9100000000000001,2,0.0,non_overlapping_yes_buckets,True,7.8,C,2026-03-21,high,,False
True,-22.870454000000002,2,between 68-69°F|between 70-71°F,39.653100009418,-22.870700009417998,Chicago,2,False,252.17,212.51689999058198,126.08999999999999,200.0,160.34689999058202,100.0,22.870700009417998,0,16.7824,non_overlapping_yes_buckets,True,1.26085,F,2026-03-21,high,,False
False,nan,1,23°C,0.0933610006680498,-0.0933610006680498,Hong Kong,0,False,15.560166,15.46680499933195,15.560166,15.560166,15.46680499933195,15.560166,0.0933610006680498,1,0.0,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-21,high,,False
False,nan,1,12°C,10.999146999843797,-10.999146999843797,London,0,False,99.992244,88.9930970001562,99.992244,99.992244,88.9930970001562,99.992244,10.999146999843797,1,0.0,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-21,high,,False
False,10.485,1,16°C or higher,4.5,10.485,Milan,1,False,15.0,10.5,0.0,15.0,10.5,0.0,-10.485,0,14.985,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-21,high,16°C or higher,True
True,22.732323,2,10°C|11°C,24.732964000752,22.732035999247998,Munich,2,False,72.65176,47.918795999248,0.0017599999999902138,30.08,5.347035999248,0.0,-22.732035999247998,0,47.464999999999996,non_overlapping_yes_buckets,True,2.4152845744680853,C,2026-03-21,high,11°C,True
False,0.0,1,between 52-53°F,3.3447630000000004,-0.0002630000000003463,New York City,1,False,66.89526,63.55049699999999,0.005259999999992715,66.89526,63.55049699999999,0.005259999999992715,0.0002630000000003463,0,3.3445,overlapping_or_single_bucket_yes_markets,False,1.0,F,2026-03-21,high,,False
False,3.445741,1,16°C,3.8715,3.4445000000000006,Paris,1,False,23.6075,19.736,0.007500000000000284,23.6075,19.736,0.007500000000000284,-3.4445000000000006,0,7.316000000000001,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-21,high,16°C,True
True,-4.604839,2,31°C|32°C,25.80960199709665,-4.606613996622276,Sao Paulo,2,False,578.968242,553.1586400029034,378.978242,319.802435,293.99283300290335,185.799105,4.606613996622276,0,21.202988000474374,non_overlapping_yes_buckets,True,1.810393476209773,C,2026-03-21,high,,False
False,-15.0,1,21°C,15.0,-15.0,Taipei,1,False,100.0,85.0,100.0,100.0,85.0,100.0,15.0,0,0.0,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-21,high,,False
False,58.114324,1,23°C,14.000000000000002,58.113398999382,Beijing,1,False,100.0,86.0,0.00666799999999057,100.0,86.0,0.00666799999999057,-58.113398999382,0,72.113398999382,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-22,high,23°C,True
True,222.22225400000002,3,26°C|27°C|28°C,54.91191198422184,222.2197240225521,Buenos Aires,3,False,517.168363,462.25645101577817,207.48,228.48,173.56808801577816,0.007068000000003849,-222.2197240225521,0,277.13163600677393,non_overlapping_yes_buckets,True,2.2635169949229694,C,2026-03-22,high,26°C,True
False,-15.372414000000001,2,12°C|14°C,33.89424999843565,-15.372749998435644,London,2,False,134.852483,100.95823300156437,134.852483,108.95,75.05575000156435,0.0,15.372749998435644,0,18.521500000000003,non_overlapping_yes_buckets,True,1.237746516750803,C,2026-03-22,high,,False
False,-35.104952999999995,2,10°C|12°C,35.105000999774326,-35.105000999774326,Milan,2,False,144.07,108.96499900022567,144.07,83.058655,47.953654000225676,83.058655,35.105000999774326,0,0.0,non_overlapping_yes_buckets,True,1.7345573438433357,C,2026-03-22,high,,False
False,-0.877792,1,14°C,20.69539999908,-0.8778000011119964,Munich,1,False,47.76,27.06460000092,0.0,47.76,27.06460000092,0.0,0.8778000011119964,0,19.817599997968003,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-22,high,,False
False,61.473888,2,53°F or below|between 56-57°F,13.072105,61.145495000000004,New York City,1,False,137.4445,124.37239500000001,9.1,9.1,-3.972105000000001,0.004500000000007276,-61.145495000000004,1,74.2176,non_overlapping_yes_buckets,True,15.10379120879121,F,2026-03-22,high,between 56-57°F,True
False,42.099997,1,15°C,20.0,42.09849799836107,Tokyo,1,False,100.0,80.0,0.007621000000000322,100.0,80.0,0.007621000000000322,-42.09849799836107,0,62.09849799836107,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-22,high,15°C,True
False,12.907991,1,20°C,4.2,12.908000000799998,Wuhan,1,False,20.0,15.8,0.0,20.0,15.8,0.0,-12.908000000799998,0,17.108000000799997,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-22,high,20°C,True
False,-13.23152,1,20°C,13.231999999019,-13.231999999019,Beijing,1,False,100.33,87.098000000981,100.33,100.33,87.098000000981,100.33,13.231999999019,0,0.0,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-23,high,,False
False,-1.2,3,23°C|28°C|29°C or higher,9.4850370001419,-9.4850370001419,Buenos Aires,1,False,400.0,390.5149629998581,400.0,29.9,20.414962999858098,29.9,9.4850370001419,2,0.0,non_overlapping_yes_buckets,True,13.377926421404682,C,2026-03-23,high,,False
False,-6.684496,3,24°C|25°C|28°C or higher,12.049224994848,-12.049224994848,Hong Kong,2,False,501.72,489.67077500515205,501.72,58.3,46.25077500515199,58.3,12.049224994848,1,0.0,non_overlapping_yes_buckets,True,8.605831903945113,C,2026-03-23,high,,False
False,nan,1,14°C,1.9999999979999998,-1.9999999979999998,London,0,False,74.074074,72.074074002,74.074074,74.074074,72.074074002,74.074074,1.9999999979999998,1,0.0,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-23,high,,False
False,-10.358201,3,30°C|31°C|32°C or higher,22.11149999971,-10.358189997613998,Sao Paulo,3,False,649.2,627.0885000002901,649.2,148.9,126.78850000029001,94.84,10.358189997613998,0,11.753310002096,non_overlapping_yes_buckets,True,4.359973136333109,C,2026-03-23,high,,False
True,-34.323492,3,25°C|26°C|27°C,39.07757000072,-19.19997000072,Taipei,2,False,1207.05,1167.97242999928,1182.05,100.0,60.92242999928,60.8048,19.19997000072,1,19.8776,non_overlapping_yes_buckets,True,12.0705,C,2026-03-23,high,,False
False,12.7628,1,14°C,15.173800000079002,12.762799998909998,Tokyo,1,False,36.510000000000005,21.336199999921003,7.105427357601002e-15,36.510000000000005,21.336199999921003,7.105427357601002e-15,-12.762799998909998,0,27.936599998989,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-23,high,,False
False,-22.706495,2,16°C|17°C or higher,33.21289000008801,-22.70669000008801,Warsaw,2,False,152.03,118.81710999991199,0.0,81.69,48.47710999991199,0.0,22.70669000008801,0,10.5062,non_overlapping_yes_buckets,True,1.8610601052760436,C,2026-03-23,high,,False
False,0.110651,1,23°C or higher,4.71405,0.11071000422299893,Wellington,1,False,85.71000000000001,80.99595000000001,1.4210854715202004e-14,85.71000000000001,80.99595000000001,1.4210854715202004e-14,-0.11071000422299893,0,4.824760004222999,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-23,high,,False
True,0.4836000000000001,2,between 70-71°F|between 72-73°F,9.025070001907999,-0.5760500019079995,Atlanta,1,False,49.72,40.694929998092,49.72,38.58,29.554929998092,0.0,0.5760500019079995,1,8.449019999999999,non_overlapping_yes_buckets,True,1.2887506480041473,F,2026-03-24,high,,False
False,nan,1,between 90-91°F,0.030926999999999996,-0.030926999999999996,Austin,0,False,1.0309,0.9999729999999999,1.0309,1.0309,0.9999729999999999,1.0309,0.030926999999999996,1,0.0,overlapping_or_single_bucket_yes_markets,False,1.0,F,2026-03-24,high,,False
False,-9.99933,2,20°C|22°C,28.410660998929863,-24.410660998929863,Beijing,1,False,141.008626,112.59796500107012,99.99333,99.99333,71.58266900107014,41.00862599999999,24.410660998929863,1,4.0,non_overlapping_yes_buckets,True,1.410180319027279,C,2026-03-24,high,,False
True,-39.280903,3,27°C|28°C|29°C,60.82846600641583,-39.28266600622183,Buenos Aires,3,False,259.241109,198.41264299358417,0.0049999999999954525,163.913331,103.08486499358418,0.0011089999999853717,39.28266600622183,0,21.545800000194,non_overlapping_yes_buckets,True,1.5815742833021922,C,2026-03-24,high,,False
False,-11.42576,1,between 82-83°F,15.0,-11.42597,Denver,1,False,100.0,85.0,0.0014000000000038426,100.0,85.0,0.0014000000000038426,11.42597,0,3.57403,overlapping_or_single_bucket_yes_markets,False,1.0,F,2026-03-24,high,,False
False,-8.0,1,28°C or higher,8.0,-8.0,Hong Kong,1,False,100.0,92.0,100.0,100.0,92.0,100.0,8.0,0,0.0,overlapping_or_single_bucket_yes_markets,False,1.0,C,2026-03-24,high,,False
